keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
d	c	c	c	c	c	d
m						class
computer networks prof	0.5065789474	0.0	0.0	2.99948246862	6.33985000288	False
networks prof sujoy	0.0000000000	0.0	0.0	0.999611851468	4.75488750216	False
prof sujoy ghosh	0.5065789474	0.0	0.0	1.99948246862	6.33985000288	False
sujoy ghosh department	0.0000000000	0.0	0.0	0.0	3.16992500144	False
department of computer	0.0000000000	0.0	0.0	2.99961185147	4.75488750216	False
science and engineering	0.0000000000	0.0	0.0	2.99961185147	4.75488750216	False
good day today	0.0000000000	0.0	0.0	0.0	1.58496250072	False
talking about local	0.0000000000	0.0	0.0	0.0	1.58496250072	False
internetworking ? internetworking	0.0000000000	0.0	0.0	0.0	1.58496250072	False
term internet today	0.0000000000	0.0	0.0	0.0	1.58496250072	False
internet today internet	0.0000000000	0.0	0.0	0.0	1.58496250072	False
connecting different networks	0.0000000000	0.0	0.0	0.0	1.58496250072	False
broadcast domain form	0.0000000000	0.0	0.0	0.0	1.58496250072	False
form a network	0.0000000000	0.0	0.0	0.0	1.58496250072	False
connected through routers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
domain this broadcast	0.0000000000	0.0	0.0	0.0	1.58496250072	False
broadcast is advantageous	0.0000000000	0.0	0.0	0.0	1.58496250072	False
discover the mac	0.0000000000	0.0	0.0	0.0	1.58496250072	False
send an arp	0.0000000000	0.0	0.0	0.0	3.16992500144	False
address that means	0.0000000000	0.0	0.0	0.0	3.16992500144	False
out the mac	0.0000000000	0.0	0.0	2.99948246862	6.33985000288	False
address that mac	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data link layer	0.3685766578	0.0	0.0	8.99780049165	26.9443625123	False
link layer frame	0.0000000000	0.0	0.0	0.0	3.16992500144	False
internetworking is required	0.0000000000	0.0	0.0	0.0	1.58496250072	False
advantage of interconnection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
interconnection similar type	0.0000000000	0.0	0.0	0.0	1.58496250072	False
type of computers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computers can communicate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two networks connected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
routes between nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
create alternative communication	0.0000000000	0.0	0.0	0.0	1.58496250072	False
alternative communication routes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reason for local	0.0000000000	0.0	0.0	0.0	1.58496250072	False
capacity to isolate	0.0000000000	0.0	0.0	0.0	3.16992500144	False
find the mac	0.0000000000	0.0	0.0	2.99961185147	4.75488750216	False
network is large	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computers get connected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes are sending	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sending broadcast messages	0.0000000000	0.0	0.0	0.0	1.58496250072	False
messages the network	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scope of broadcast	0.0000000000	0.0	0.0	0.0	1.58496250072	False
broadcast becomes limited	0.0000000000	0.0	0.0	0.0	1.58496250072	False
referring to broadcast	0.0000000000	0.0	0.0	0.0	1.58496250072	False
access the information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information on remote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
advantages of connecting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
glimpsed earlier suppose	0.0000000000	0.0	0.0	0.0	1.58496250072	False
send a message	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two different lans	0.0000000000	0.0	0.0	0.0	3.16992500144	False
connection a router	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kind of network	0.0000000000	0.0	0.0	0.999611851468	4.75488750216	False
device that enables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lans to communicate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
discuss the basics	0.0000000000	0.0	0.0	0.0	1.58496250072	False
discuss the network	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two arp tables	0.0000000000	0.0	0.0	0.0	3.16992500144	False
tables in router	0.0000000000	0.0	0.0	0.0	1.58496250072	False
network in routing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
table at source	0.0000000000	0.0	0.0	0.0	3.16992500144	False
find the router	0.0000000000	0.0	0.0	0.0	3.16992500144	False
